Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,27467,3540,6374,8756,11000,13011,14923,16707,55711,83178
2,42578,2351,3572,4321,4865,5268,5566,5754,6493,49071
3,7614,99,122,131,132,133,135,135,137,7751
total,77659,5990,10068,13208,15997,18412,20624,22596,62341,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,33.02,4.26,7.66,10.53,13.22,15.64,17.94,20.09,66.98,100.00
2,86.77,4.79,7.28,8.81,9.91,10.74,11.34,11.73,13.23,100.00
3,98.23,1.28,1.57,1.69,1.70,1.72,1.74,1.74,1.77,100.00
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,19.62,2.53,4.55,6.25,7.86,9.29,10.66,11.93,39.79,59.41
2,30.41,1.68,2.55,3.09,3.48,3.76,3.98,4.11,4.64,35.05
3,5.44,0.07,0.09,0.09,0.09,0.10,0.10,0.10,0.10,5.54
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00
