Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,81814,7854,11346,13220,14182,14729,15017,15152,15291,97105
2,40959,1231,1472,1549,1578,1586,1588,1591,1591,42550
3,337,7,8,8,8,8,8,8,8,345
total,123110,9092,12826,14777,15768,16323,16613,16751,16890,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,84.25,8.09,11.68,13.61,14.60,15.17,15.46,15.60,15.75,100.00
2,96.26,2.89,3.46,3.64,3.71,3.73,3.73,3.74,3.74,100.00
3,97.68,2.03,2.32,2.32,2.32,2.32,2.32,2.32,2.32,100.00
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,58.44,5.61,8.10,9.44,10.13,10.52,10.73,10.82,10.92,69.36
2,29.26,0.88,1.05,1.11,1.13,1.13,1.13,1.14,1.14,30.39
3,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00
