Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,25851,3377,6122,8423,10612,12593,14473,16209,55030,80881
2,42797,2501,3816,4647,5242,5674,6003,6239,7160,49957
3,9011,112,130,138,143,145,148,148,151,9162
total,77659,5990,10068,13208,15997,18412,20624,22596,62341,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,31.96,4.18,7.57,10.41,13.12,15.57,17.89,20.04,68.04,100.00
2,85.67,5.01,7.64,9.30,10.49,11.36,12.02,12.49,14.33,100.00
3,98.35,1.22,1.42,1.51,1.56,1.58,1.62,1.62,1.65,100.00
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,18.46,2.41,4.37,6.02,7.58,9.00,10.34,11.58,39.31,57.77
2,30.57,1.79,2.73,3.32,3.74,4.05,4.29,4.46,5.11,35.68
3,6.44,0.08,0.09,0.10,0.10,0.10,0.11,0.11,0.11,6.54
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00
