Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,11646,1882,2914,3625,4190,4656,5084,5448,63806,75452
2,22001,3103,4664,5583,6341,6904,7392,7759,13246,35247
3,23883,2419,3381,3874,4194,4431,4591,4730,5418,29301
total,57530,7404,10959,13082,14725,15991,17067,17937,82470,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,15.43,2.49,3.86,4.80,5.55,6.17,6.74,7.22,84.57,100.00
2,62.42,8.80,13.23,15.84,17.99,19.59,20.97,22.01,37.58,100.00
3,81.51,8.26,11.54,13.22,14.31,15.12,15.67,16.14,18.49,100.00
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,8.32,1.34,2.08,2.59,2.99,3.33,3.63,3.89,45.58,53.89
2,15.72,2.22,3.33,3.99,4.53,4.93,5.28,5.54,9.46,25.18
3,17.06,1.73,2.42,2.77,3.00,3.16,3.28,3.38,3.87,20.93
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00
