Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,12788,1959,3045,3774,4398,4883,5321,5695,63965,76753
2,23924,3303,4917,5900,6654,7225,7713,8091,13715,37639
3,20818,2142,2997,3408,3673,3883,4033,4151,4790,25608

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,16.66,2.55,3.97,4.92,5.73,6.36,6.93,7.42,83.34,100.00
2,63.56,8.78,13.06,15.68,17.68,19.20,20.49,21.50,36.44,100.00
3,81.29,8.36,11.70,13.31,14.34,15.16,15.75,16.21,18.71,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,9.13,1.40,2.17,2.70,3.14,3.49,3.80,4.07,45.69,54.82
2,17.09,2.36,3.51,4.21,4.75,5.16,5.51,5.78,9.80,26.88
3,14.87,1.53,2.14,2.43,2.62,2.77,2.88,2.96,3.42,18.29
