sample_idx,sample_type,tied_best_scores,first_margin
0,2,1,0.2661718726158142
1,2,1,0.5401886105537415
2,1,1,0.8158273100852966
3,1,1,0.7119565606117249
4,1,1,0.7271170020103455
5,1,3,0.4958512783050537
6,1,1,0.6805688142776489
7,1,1,0.4945714771747589
8,1,1,0.18572603166103363
9,2,1,0.436555415391922
10,1,2,0.6885318756103516
11,1,1,0.328495591878891
12,2,1,0.5005612969398499
13,1,1,0.3412078619003296
14,2,1,0.18310727179050446
15,1,1,0.4163348078727722
16,2,1,0.21281586587429047
17,1,1,0.7724931240081787
18,2,1,0.20731495320796967
19,2,1,0.32544001936912537
20,1,8,0.15303808450698853
21,1,1,0.6772903800010681
22,1,1,0.34195178747177124
23,2,1,0.756041944026947
24,1,3,0.9999721050262451
25,2,1,0.04020242020487785
26,2,1,0.7603162527084351
27,1,2,0.8521788716316223
28,1,1,0.4600023329257965
29,1,1,0.40734952688217163
30,1,1,0.8053018450737
31,1,1,0.8020856976509094
32,2,1,0.7529959082603455
33,2,1,0.35917899012565613
34,1,1,0.7503529787063599
35,2,1,0.42279112339019775
36,1,1,0.5212077498435974
37,2,1,0.6543452739715576
38,2,1,0.4292205572128296
39,1,1,0.8056665658950806
40,1,4,0.9999987483024597
41,1,2,0.8524033427238464
42,1,1,0.9999993443489075
43,1,1,0.5531421303749084
44,1,1,0.3231801986694336
45,2,1,0.22220617532730103
46,1,1,0.827837347984314
47,2,1,0.550232470035553
48,1,1,0.8397935628890991
49,1,1,0.7593219876289368
50,1,1,0.6340520977973938
51,2,1,0.02247891202569008
52,2,1,0.29101595282554626
53,1,1,0.9999985098838806
54,1,1,0.9756489992141724
55,2,1,0.5138363838195801
56,2,1,0.4816463589668274
57,1,2,0.8132041692733765
58,1,1,0.5762701630592346
59,1,1,0.1413392275571823
60,1,1,0.9999993443489075
61,1,1,0.8390084505081177
62,1,1,0.7344858050346375
63,2,1,0.7652064561843872
64,2,1,0.05683950334787369
65,2,1,0.2735816538333893
66,1,5,0.2107478678226471
67,2,1,0.2985917925834656
68,1,1,0.7608322501182556
69,2,1,0.3967898488044739
70,1,1,0.3122677505016327
71,2,1,0.08541702479124069
72,1,1,0.6592870354652405
73,2,1,0.4438835084438324
74,1,4,0.8281306624412537
75,2,1,0.4882766604423523
76,1,1,0.9999967217445374
77,1,1,0.9999992847442627
78,1,1,0.9999086260795593
79,1,1,0.20258085429668427
80,1,5,0.6522894501686096
81,1,1,0.06463171541690826
82,2,1,0.5056390166282654
83,1,4,0.04271605610847473
84,1,2,0.944398820400238
85,1,1,0.356871098279953
86,1,1,0.18373452126979828
87,1,2,0.31293487548828125
88,1,1,0.9999793767929077
89,1,1,0.9999998807907104
90,1,3,0.9999997615814209
91,2,1,0.41523516178131104
92,1,1,0.7795090675354004
93,2,1,0.07034362852573395
94,2,1,0.7492357492446899
95,1,1,0.9999994039535522
96,1,1,0.999997079372406
97,1,1,0.9999974966049194
98,1,1,0.9999988079071045
99,1,1,0.9999966025352478
100,1,1,0.8620170950889587
101,2,1,0.03180572763085365
102,1,1,0.9742527604103088
103,1,1,0.6218878030776978
104,1,1,0.1484651416540146
105,1,1,0.7563310861587524
106,1,1,0.010202502831816673
107,1,3,0.3048897385597229
108,1,1,0.9169589877128601
109,1,1,0.9999969005584717
110,1,1,0.16890187561511993
111,1,1,0.7014004588127136
112,2,1,0.12568368017673492
113,1,1,0.121876060962677
114,1,1,0.6547488570213318
115,2,1,0.18934793770313263
116,1,1,0.02033010870218277
117,2,1,0.6221188902854919
118,2,1,0.729447603225708
119,1,1,0.9999943971633911
120,1,1,0.2795686423778534
121,1,1,0.9585930705070496
122,1,1,0.2992572486400604
123,1,1,0.06729069352149963
124,1,1,0.9206293821334839
125,1,1,0.8826189041137695
126,1,1,0.7394532561302185
127,1,2,0.7359720468521118
128,1,1,0.7241201996803284
129,2,1,0.66294264793396
130,1,1,0.9999947547912598
131,1,1,0.10289844870567322
132,1,1,0.08048494160175323
133,1,1,0.9999753832817078
134,1,2,0.9403702616691589
135,1,1,0.8557536005973816
136,2,1,0.6956890225410461
137,1,1,0.861421525478363
138,1,1,0.9999992847442627
139,1,1,0.9999996423721313
140,1,2,0.9996598958969116
141,1,2,0.5127585530281067
142,1,1,0.8528627157211304
143,1,1,0.9999948740005493
144,2,1,0.06124941632151604
145,2,1,0.5582138299942017
146,1,1,0.9999997615814209
147,2,1,0.6292778253555298
148,1,1,0.22357918322086334
149,1,1,0.9999954104423523
150,1,1,0.9999997615814209
151,1,1,0.595694899559021
152,2,1,0.46049967408180237
153,2,2,0.30881285667419434
154,1,1,0.8712632656097412
155,1,1,0.9999999403953552
156,1,1,0.8832035660743713
157,1,1,0.9999974370002747
158,2,1,0.21611909568309784
159,1,2,0.703007161617279
160,1,1,0.7844510674476624
161,1,1,0.9999993443489075
162,1,1,0.9999973177909851
163,1,1,0.7186455130577087
164,1,1,0.8498049378395081
165,1,1,0.15691715478897095
166,1,1,0.9935351610183716
167,1,1,0.9999993443489075
168,1,1,0.9999961853027344
169,1,1,0.8990077972412109
170,1,1,0.8936006426811218
171,1,1,0.5021701455116272
172,1,1,0.5210168957710266
173,1,1,0.07175927609205246
174,1,1,0.661899209022522
175,1,1,0.35204842686653137
176,1,1,0.0016427405644208193
177,1,1,0.9999597668647766
178,1,1,0.9397773742675781
179,1,1,0.8102142810821533
180,2,1,0.09920185804367065
181,2,1,0.871962308883667
182,1,1,0.9999993443489075
183,1,1,0.8773461580276489
184,1,1,0.8784113526344299
185,2,1,0.44792264699935913
186,1,1,0.6551575064659119
187,1,1,0.9999993443489075
188,2,1,0.8356941342353821
189,2,1,0.7071071267127991
190,2,1,0.17580966651439667
191,1,1,0.0033785663545131683
192,1,3,0.5530308485031128
193,1,1,0.70528644323349
194,2,1,0.2818213403224945
195,1,2,0.23177470266819
196,2,1,0.7867720723152161
197,2,1,0.20711098611354828
198,1,1,0.4358200132846832
199,2,1,0.4667249321937561
200,1,1,0.1491546779870987
201,1,1,0.626132607460022
202,1,1,0.1392570436000824
203,2,1,0.49242520332336426
204,1,1,0.012144631706178188
205,1,1,0.9291960000991821
206,1,1,0.9509496688842773
207,1,1,0.9999998807907104
208,1,1,0.9999960064888
209,1,1,0.8967636227607727
210,1,1,0.7240378856658936
211,1,1,0.8556095957756042
212,1,1,0.6153271198272705
213,2,1,0.36797666549682617
214,2,1,0.05443137139081955
215,1,1,0.9999989867210388
216,2,1,0.5752344131469727
217,1,1,0.9999874830245972
218,1,1,0.4694164991378784
219,1,1,0.9999995827674866
220,1,1,0.8678836822509766
221,1,1,0.9371137022972107
222,1,1,0.7502098083496094
223,2,1,0.18557217717170715
224,1,1,0.9999999403953552
225,1,1,0.7119601368904114
226,1,1,0.9774670600891113
227,2,1,0.1635175198316574
228,1,1,0.9999991655349731
229,1,1,0.9891508221626282
230,1,1,0.7726906538009644
231,2,1,0.12799254059791565
232,2,1,0.2502933740615845
233,1,1,0.1086578369140625
234,1,1,0.319685161113739
235,1,1,0.9999997019767761
236,1,1,0.9020936489105225
237,2,1,0.6731556057929993
238,2,1,0.006817477755248547
239,1,1,0.9999992251396179
240,1,1,0.19493333995342255
241,1,1,0.9999999403953552
242,1,1,0.9999988079071045
243,1,1,0.520310640335083
244,1,1,0.9999889731407166
