Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,82489,7873,11357,13232,14196,14744,15031,15167,15306,97795
2,40275,1212,1461,1537,1564,1571,1574,1576,1576,41851
3,346,7,8,8,8,8,8,8,8,354
total,123110,9092,12826,14777,15768,16323,16613,16751,16890,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,84.35,8.05,11.61,13.53,14.52,15.08,15.37,15.51,15.65,100.00
2,96.23,2.90,3.49,3.67,3.74,3.75,3.76,3.77,3.77,100.00
3,97.74,1.98,2.26,2.26,2.26,2.26,2.26,2.26,2.26,100.00
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,58.92,5.62,8.11,9.45,10.14,10.53,10.74,10.83,10.93,69.85
2,28.77,0.87,1.04,1.10,1.12,1.12,1.12,1.13,1.13,29.89
3,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00
