Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,12236,1972,3063,3789,4435,4949,5435,5836,61902,74138
2,24568,3530,5251,6305,7070,7654,8133,8498,16287,40855
3,20726,1902,2645,2988,3220,3388,3499,3603,4281,25007
total,57530,7404,10959,13082,14725,15991,17067,17937,82470,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,16.50,2.66,4.13,5.11,5.98,6.68,7.33,7.87,83.50,100.00
2,60.13,8.64,12.85,15.43,17.31,18.73,19.91,20.80,39.87,100.00
3,82.88,7.61,10.58,11.95,12.88,13.55,13.99,14.41,17.12,100.00
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,8.74,1.41,2.19,2.71,3.17,3.54,3.88,4.17,44.22,52.96
2,17.55,2.52,3.75,4.50,5.05,5.47,5.81,6.07,11.63,29.18
3,14.80,1.36,1.89,2.13,2.30,2.42,2.50,2.57,3.06,17.86
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00
