Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,27641,3531,6384,8769,11025,13037,14962,16741,55759,83400
2,42593,2359,3562,4308,4840,5243,5529,5722,6448,49041
3,7425,100,122,131,132,132,133,133,134,7559
total,77659,5990,10068,13208,15997,18412,20624,22596,62341,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,33.14,4.23,7.65,10.51,13.22,15.63,17.94,20.07,66.86,100.00
2,86.85,4.81,7.26,8.78,9.87,10.69,11.27,11.67,13.15,100.00
3,98.23,1.32,1.61,1.73,1.75,1.75,1.76,1.76,1.77,100.00
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,19.74,2.52,4.56,6.26,7.88,9.31,10.69,11.96,39.83,59.57
2,30.42,1.69,2.54,3.08,3.46,3.74,3.95,4.09,4.61,35.03
3,5.30,0.07,0.09,0.09,0.09,0.09,0.10,0.10,0.10,5.40
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00
