Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,28321,3687,6600,9052,11342,13419,15368,17173,56265,84586
2,42383,2194,3348,4026,4523,4858,5120,5287,5939,48322
3,6955,109,120,130,132,135,136,136,137,7092
total,77659,5990,10068,13208,15997,18412,20624,22596,62341,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,33.48,4.36,7.80,10.70,13.41,15.86,18.17,20.30,66.52,100.00
2,87.71,4.54,6.93,8.33,9.36,10.05,10.60,10.94,12.29,100.00
3,98.07,1.54,1.69,1.83,1.86,1.90,1.92,1.92,1.93,100.00
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,20.23,2.63,4.71,6.47,8.10,9.59,10.98,12.27,40.19,60.42
2,30.27,1.57,2.39,2.88,3.23,3.47,3.66,3.78,4.24,34.52
3,4.97,0.08,0.09,0.09,0.09,0.10,0.10,0.10,0.10,5.07
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00
