Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,7529,1676,2728,3501,4162,4705,5230,5672,66166,73695
2,17769,2958,4447,5328,6012,6522,6899,7216,10773,28542
3,32232,2770,3784,4253,4551,4764,4938,5049,5531,37763
total,57530,7404,10959,13082,14725,15991,17067,17937,82470,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,10.22,2.27,3.70,4.75,5.65,6.38,7.10,7.70,89.78,100.00
2,62.26,10.36,15.58,18.67,21.06,22.85,24.17,25.28,37.74,100.00
3,85.35,7.34,10.02,11.26,12.05,12.62,13.08,13.37,14.65,100.00
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,5.38,1.20,1.95,2.50,2.97,3.36,3.74,4.05,47.26,52.64
2,12.69,2.11,3.18,3.81,4.29,4.66,4.93,5.15,7.70,20.39
3,23.02,1.98,2.70,3.04,3.25,3.40,3.53,3.61,3.95,26.97
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00
