Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,27790,3589,6493,8900,11170,13211,15139,16924,55985,83775
2,42589,2301,3459,4185,4702,5075,5358,5545,6228,48817
3,7280,100,116,123,125,126,127,127,128,7408
total,77659,5990,10068,13208,15997,18412,20624,22596,62341,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,33.17,4.28,7.75,10.62,13.33,15.77,18.07,20.20,66.83,100.00
2,87.24,4.71,7.09,8.57,9.63,10.40,10.98,11.36,12.76,100.00
3,98.27,1.35,1.57,1.66,1.69,1.70,1.71,1.71,1.73,100.00
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,19.85,2.56,4.64,6.36,7.98,9.44,10.81,12.09,39.99,59.84
2,30.42,1.64,2.47,2.99,3.36,3.62,3.83,3.96,4.45,34.87
3,5.20,0.07,0.08,0.09,0.09,0.09,0.09,0.09,0.09,5.29
total,55.47,4.28,7.19,9.43,11.43,13.15,14.73,16.14,44.53,100.00
