Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,82139,7865,11340,13197,14159,14708,14995,15133,15272,97411
2,40579,1221,1479,1573,1602,1608,1611,1611,1611,42190
3,392,6,7,7,7,7,7,7,7,399
total,123110,9092,12826,14777,15768,16323,16613,16751,16890,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,84.32,8.07,11.64,13.55,14.54,15.10,15.39,15.54,15.68,100.00
2,96.18,2.89,3.51,3.73,3.80,3.81,3.82,3.82,3.82,100.00
3,98.25,1.50,1.75,1.75,1.75,1.75,1.75,1.75,1.75,100.00
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,58.67,5.62,8.10,9.43,10.11,10.51,10.71,10.81,10.91,69.58
2,28.98,0.87,1.06,1.12,1.14,1.15,1.15,1.15,1.15,30.14
3,0.28,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29
total,87.94,6.49,9.16,10.55,11.26,11.66,11.87,11.96,12.06,100.00
