Counts
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,8395,1752,2805,3552,4208,4739,5240,5668,66129,74524
2,17105,2855,4381,5288,5987,6508,6912,7250,10857,27962
3,32030,2797,3773,4242,4530,4744,4915,5019,5484,37514
total,57530,7404,10959,13082,14725,15991,17067,17937,82470,140000

"Row-wise percentage (of sample_type total, %)"
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,11.26,2.35,3.76,4.77,5.65,6.36,7.03,7.61,88.74,100.00
2,61.17,10.21,15.67,18.91,21.41,23.27,24.72,25.93,38.83,100.00
3,85.38,7.46,10.06,11.31,12.08,12.65,13.10,13.38,14.62,100.00
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00

Total percentage (overall % of all samples)
sample_type,# no tied,# tied = 2,# tied <= 3,# tied <= 4,# tied <= 5,# tied <= 6,# tied <= 7,# tied <= 8,# tied <= 9 or more,# no tied & # tied
1,6.00,1.25,2.00,2.54,3.01,3.38,3.74,4.05,47.23,53.23
2,12.22,2.04,3.13,3.78,4.28,4.65,4.94,5.18,7.75,19.97
3,22.88,2.00,2.70,3.03,3.24,3.39,3.51,3.58,3.92,26.80
total,41.09,5.29,7.83,9.34,10.52,11.42,12.19,12.81,58.91,100.00
